cand_id,thread_id,customer_message,context_before,brand_reply,full_conversation,num_turns,resolved_heuristic,bucket
154,1949976,@115888 make it easier to create playlists. Make it easier to delete songs off of playlists. That is all. great job other than that,,@579223 Thanks for the feedback – we appreciate it! We’ll get this passed onto the right team 💚 /JS,[customer] @115888 make it easier to create playlists. Make it easier to delete songs off of playlists. That is all. great job other than that || [brand] @579223 Thanks for the feedback – we appreciate it! We’ll get this passed onto the right team 💚 /JS,2,True,redirect_other_team
155,2922435,@SpotifyCares is there any way to load up last weeks discover weekly? I missed my window for saving the songs,,"@808779 Hey there! Unfortunately we're unable to recover your previous Discover Weekly. Be sure to save your favorites, so you don't miss out in the future /NQ","[customer] @SpotifyCares is there any way to load up last weeks discover weekly? I missed my window for saving the songs || [brand] @808779 Hey there! Unfortunately we're unable to recover your previous Discover Weekly. Be sure to save your favorites, so you don't miss out in the future /NQ || [customer] @SpotifyCares Is it possible to extend the play history? || [brand] @808779 Can you tell us what exactly would you want to happen with a play history? We'll see what we can suggest /AR || [customer] @SpotifyCares Kinda like YouTube history, songs you listen to will appear in a list. It doesn't have to be forever, just like the past 2 weeks or something. || [brand] @808779 Got it! We can see how that’d be useful. We’d recommend suggesting it in our Community where you can get support from other fans: https://t.co/D6JsbrPT3P. We'll also pass your feedback on to the right folks. Let us know if there's anything else we can help with 🙂 /NH",6,True,unmatched
156,2678880,"@115888 Hi. I’m having problems with my Acct. Keeps saying ‘max downloads’ but when I delete many, I still cannot add new tunes. Help!! Thx",,@753812 Hi Nicola! Can you send us a screenshot of the error message you're getting? We'll see what we can suggest /DV,"[customer] @115888 Hi. I’m having problems with my Acct. Keeps saying ‘max downloads’ but when I delete many, I still cannot add new tunes. Help!! Thx || [brand] @753812 Hi Nicola! Can you send us a screenshot of the error message you're getting? We'll see what we can suggest /DV",2,True,playback_technical_issue
157,2364762,"@115888 i wonder if spotify will be launched in Tunisia, is there any plans for that?",,@682721 Hey there! We're launching in new countries as often as possible. Be sure to add your email at https://t.co/X8DVSX9QgM /LO,"[customer] @115888 i wonder if spotify will be launched in Tunisia, is there any plans for that? || [brand] @682721 Hey there! We're launching in new countries as often as possible. Be sure to add your email at https://t.co/X8DVSX9QgM /LO",2,True,unmatched
158,2962003,"@SpotifyCares Your password reset page is broken. Just giving a ""The CSRF Token is invalid."" error on submit. Tried in both Chrome and Safari.",,"@817383 Hey Russ, that doesn't sound right. Could you DM us your account's email address or username? We'll take a look backstage /JE https://t.co/ldFdZRiNAt","[customer] @SpotifyCares Your password reset page is broken. Just giving a ""The CSRF Token is invalid."" error on submit. Tried in both Chrome and Safari. || [brand] @817383 Hey Russ, that doesn't sound right. Could you DM us your account's email address or username? We'll take a look backstage /JE https://t.co/ldFdZRiNAt",2,True,login_account_access
159,1102505,@115888 put Hot Love Drama by @30237 on Spotify please and thank you.,,@380152 Hey Janelle! We’ll have it available to you as soon as it’s available to us. https://t.co/0i8GpimuDa /PL,[customer] @115888 put Hot Love Drama by @30237 on Spotify please and thank you. || [brand] @380152 Hey Janelle! We’ll have it available to you as soon as it’s available to us. https://t.co/0i8GpimuDa /PL,2,True,praise_or_gratitude
160,2372418,"@115888 Hey, I'm having some problems with my Spotify and I'd like to know if there's any way I can fix it.",,@684470 Hey! What exactly's going on? Can you also DM us your account's email address? We'll take a look /RB https://t.co/ldFdZRiNAt,"[customer] @115888 Hey, I'm having some problems with my Spotify and I'd like to know if there's any way I can fix it. || [brand] @684470 Hey! What exactly's going on? Can you also DM us your account's email address? We'll take a look /RB https://t.co/ldFdZRiNAt",2,True,unmatched
161,2852991,@SpotifyCares Hello - how do I find out which playlist / station I'm listening to?,,"@793149 Hey Ian, we'd love to help! Can you let us know your device, operating system, and Spotify version? We'll see what we can suggest /JP","[customer] @SpotifyCares Hello - how do I find out which playlist / station I'm listening to? || [brand] @793149 Hey Ian, we'd love to help! Can you let us know your device, operating system, and Spotify version? We'll see what we can suggest /JP || [customer] @SpotifyCares Managed to find it, but thanks for getting back to me. || [brand] @793149 We're glad you figured it out! If you ever need anything else, give us a shout and we'll come running 🏃 /DI",4,True,unmatched
162,617427,Based on the fact I listened to a Doro album sung in German Spotify thinks I'm now into all things Germanic ...,,@266492 Hi Anthony! We're here to help. Can you give us some more info on what's happening? We'll see what we can do /MC,"[customer] Based on the fact I listened to a Doro album sung in German Spotify thinks I'm now into all things Germanic ... || [brand] @266492 Hi Anthony! We're here to help. Can you give us some more info on what's happening? We'll see what we can do /MC || [customer] @SpotifyCares Lol .. it wasn’t a complaint (I know not very social media) .. just mildly amused me. In fact, found something I liked. 😊 || [brand] @266492 Ah! You had us there 😁 We're glad you're able to find some good stuff. Just keep listening to your favorites, and hopefully everything will be more in tune with your tastes next time. If you ever need us again, just... https://t.co/AUc7DGJpgF /MC",4,True,unmatched
163,617458,@115888 can you please add Andra &amp; Mara - Sweet Dreams (Radio Killer Remix) I think the people will like it,,@266505 Hi Damian! Fingers crossed we’ll have it available to you as soon as it’s available to us. More info here: https://t.co/0i8GpimuDa /XF,[customer] @115888 can you please add Andra &amp; Mara - Sweet Dreams (Radio Killer Remix) I think the people will like it || [brand] @266505 Hi Damian! Fingers crossed we’ll have it available to you as soon as it’s available to us. More info here: https://t.co/0i8GpimuDa /XF,2,True,feature_request_or_limitation
164,61179,"Alright, @115888 time to add No Phun Intended, and Regional at Best to @130008 albums 👍🏼 alright, cool",,@130007 Hey there! Could you let know what country your Spotify account is set to? We'll check it's availability /GU,"[customer] Alright, @115888 time to add No Phun Intended, and Regional at Best to @130008 albums 👍🏼 alright, cool || [brand] @130007 Hey there! Could you let know what country your Spotify account is set to? We'll check it's availability /GU || [customer] @SpotifyCares The US,, I'm sure they aren't available, they're pretty rare, to even buy || [brand] @130007 Thanks! We’ll have it available to you as soon as it’s available to us! https://t.co/0i8GpimuDa. For anything else, let us know /GU || [customer] @SpotifyCares Hah Okk thank u || [brand] @130007 You're welcome! If you ever need help with anything else, just give us a... https://t.co/AUc7DGJpgF 😉 /GU || [customer] @SpotifyCares Hha will do",7,False,content_availability
165,1864823,@SpotifyCares all my play lists have disappeared from my premium account!! Please help!!,,"@557146 Hey Georgie, help's here! Could you send us a DM with your account's username or email address? We'll take a look backstage 🔍 /DB https://t.co/ldFdZRiNAt","[customer] @SpotifyCares all my play lists have disappeared from my premium account!! Please help!! || [brand] @557146 Hey Georgie, help's here! Could you send us a DM with your account's username or email address? We'll take a look backstage 🔍 /DB https://t.co/ldFdZRiNAt",2,True,account_billing
166,1702129,Yo @115888 where's my Majid Jordan pre-sale code?,,@516080 Hey! We've sent some info via DM. Check your inbox for it /SJ,[customer] Yo @115888 where's my Majid Jordan pre-sale code? || [brand] @516080 Hey! We've sent some info via DM. Check your inbox for it /SJ,2,True,unmatched
167,2653072,"@115888 Add my name to the list of people who don't like that 3,333 limit. I just bought a 128GB sd card for my tablet &amp; just found out I can't use it the way I want. My list of songs I want to download isn't far above that limit either.",,"@748203 Hey Carmen! Thanks for sharing your thoughts about the download limit. Don't worry, we'll pass your feedback on to the right folks. You can also vote for the official idea here: https://t.co/Z9OErWpTNz /KB","[customer] @115888 Add my name to the list of people who don't like that 3,333 limit. I just bought a 128GB sd card for my tablet &amp; just found out I can't use it the way I want. My list of songs I want to download isn't far above that limit either. || [brand] @748203 Hey Carmen! Thanks for sharing your thoughts about the download limit. Don't worry, we'll pass your feedback on to the right folks. You can also vote for the official idea here: https://t.co/Z9OErWpTNz /KB || [customer] @SpotifyCares Done. Thank you. In the meantime, I also have a suggestion that might help those like me with this problem: I'd love to see a way to alphabetize my ""All Songs"" category on the app so I can easily eliminate duplicate songs to allow for more space. || [brand] @748203 No worries! You can sort Your Songs by Title with these steps: https://t.co/5hjtm5AdqM. This rearranges the tracks alphabetically. Hope this helps /KB || [customer] @SpotifyCares Thank you again! || [brand] @748203 You're welcome! Give us a shout if you ever need us again. We'd be... https://t.co/LgAM6ky9Vv /KB",6,True,feature_request_or_limitation
168,2259605,@115888 update your app for #iPhoneX https://t.co/gHvc463wuW,,@657971 We understand - we’re working on it as we speak. Stay tuned! /LO,[customer] @115888 update your app for #iPhoneX https://t.co/gHvc463wuW || [brand] @657971 We understand - we’re working on it as we speak. Stay tuned! /LO,2,True,unmatched
169,1869344,@spotifycares can't log in from computer. Dowloaded latest app...this is how I get a hold of you 4 help??? Maybe I'll contact #tidal,,"@558345 Hey there, help's here! Can you DM us your account's email address and username? We'll take a look backstage 🙂 /CG https://t.co/ldFdZRiNAt","[customer] @spotifycares can't log in from computer. Dowloaded latest app...this is how I get a hold of you 4 help??? Maybe I'll contact #tidal || [brand] @558345 Hey there, help's here! Can you DM us your account's email address and username? We'll take a look backstage 🙂 /CG https://t.co/ldFdZRiNAt",2,True,login_account_access
170,2364776,"@SpotifyCares  is https://t.co/xcyRIWTBBT a legitimate Spotify platform? If so, how does the fundraising work? Thanks!",,@682724 Hi Nadia! The fundraising page is genuine. You can suggest a project here: https://t.co/kGZAhDGmub to help out. Let us know how it goes /HR,"[customer] @SpotifyCares  is https://t.co/xcyRIWTBBT a legitimate Spotify platform? If so, how does the fundraising work? Thanks! || [brand] @682724 Hi Nadia! The fundraising page is genuine. You can suggest a project here: https://t.co/kGZAhDGmub to help out. Let us know how it goes /HR || [customer] @SpotifyCares @SpotifyCares Awesome! Thank you! I have one more q: how do proceeds from certain songs benefit a cause? Is that an agreement between the non-profit organization and the artist(s)? Thanks!",3,True,praise_or_gratitude
171,152240,@SpotifyCares all saved and downloaded albums just vanished. No problem with playlists. https://t.co/CnYPPZ8kYp,,"@150793 Hey, that doesn't look good! Can you DM us your account's username or email address? We'll see what's happening backstage /JM https://t.co/ldFdZRiNAt","[customer] @SpotifyCares all saved and downloaded albums just vanished. No problem with playlists. https://t.co/CnYPPZ8kYp || [brand] @150793 Hey, that doesn't look good! Can you DM us your account's username or email address? We'll see what's happening backstage /JM https://t.co/ldFdZRiNAt",2,True,playback_technical_issue
172,1244511,"Dear @115888,
Please stop adding songs that I don’t like in my playlist. Thank you",,@411967 Hey Tanner! Can you DM us your account's email address or username? We'll check backstage /AR https://t.co/ldFdZRiNAt,"[customer] Dear @115888,
Please stop adding songs that I don’t like in my playlist. Thank you || [brand] @411967 Hey Tanner! Can you DM us your account's email address or username? We'll check backstage /AR https://t.co/ldFdZRiNAt",2,True,praise_or_gratitude
173,2133712,@SpotifyCares I need help logging into my Hulu account with my Student Spotify Premium! Can you please verify my info so I can access my Hulu?,,@627794 Hey there! Can you fire over your account's email address or username via DM? We'll see what we can suggest /RC https://t.co/ldFdZRiNAt,[customer] @SpotifyCares I need help logging into my Hulu account with my Student Spotify Premium! Can you please verify my info so I can access my Hulu? || [brand] @627794 Hey there! Can you fire over your account's email address or username via DM? We'll see what we can suggest /RC https://t.co/ldFdZRiNAt,2,True,account_billing
174,104147,"@SpotifyCares spotify at first said no internet connection even though I have one. I cleared cache, uninstalled, reinstalled. Now I can't log in. Changed Facebook password, nothing works. Help!",,"@138961 Hey Casper, that doesn't sound right. Can you DM us your account's email address or username? We'll take a look backstage /JE https://t.co/ldFdZRiNAt","[customer] @SpotifyCares spotify at first said no internet connection even though I have one. I cleared cache, uninstalled, reinstalled. Now I can't log in. Changed Facebook password, nothing works. Help! || [brand] @138961 Hey Casper, that doesn't sound right. Can you DM us your account's email address or username? We'll take a look backstage /JE https://t.co/ldFdZRiNAt",2,True,login_account_access
175,2862729,Could you please put Acidrap by Chance the rapper on spotify @SpotifyCares,,"@795214 Hey! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /RH","[customer] Could you please put Acidrap by Chance the rapper on spotify @SpotifyCares || [brand] @795214 Hey! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /RH || [customer] @SpotifyCares You wouldn't know how much longer would ya? || [brand] @795214 We're afraid we don't have any additional info to share about this right now, but we'll have it available to you as soon as it's available to us /NQ",4,True,unmatched
176,108042,@SpotifyCares I’m trying to sync my Spotify account with my Alexa and it keeps saying I don’t have an email address associated w/ FB.  I also can’t log in to my Spotify account.,,"@139987 Hi there, the cavalry's here! Can you shoot us a DM with your account's username? A link to your Facebook profile would also be helpful. We'll check it out backstage /WW https://t.co/ldFdZRiNAt","[customer] @SpotifyCares I’m trying to sync my Spotify account with my Alexa and it keeps saying I don’t have an email address associated w/ FB.  I also can’t log in to my Spotify account. || [brand] @139987 Hi there, the cavalry's here! Can you shoot us a DM with your account's username? A link to your Facebook profile would also be helpful. We'll check it out backstage /WW https://t.co/ldFdZRiNAt",2,True,login_account_access
177,1308121,"@115888 and a way to select albums ""to be downloaded"" when they're released",,@425684 Hey! We can see how that’d be handy. Thanks for taking the time to reach out – your feedback's been noted 📝 /RA,"[customer] @115888 and a way to select albums ""to be downloaded"" when they're released || [brand] @425684 Hey! We can see how that’d be handy. Thanks for taking the time to reach out – your feedback's been noted 📝 /RA",2,True,playback_technical_issue
178,33418,How come I suddenly don't have Spotify premium anymore @SpotifyCares? Meer mensen last van? #spotify,,@123393 Hey! We just replied to your DM with more info. We'll carry on helping out backstage /CB,[customer] How come I suddenly don't have Spotify premium anymore @SpotifyCares? Meer mensen last van? #spotify || [brand] @123393 Hey! We just replied to your DM with more info. We'll carry on helping out backstage /CB,2,True,account_billing
179,1872801,@115888 where the fick is gorgeous??? @118062 ????,,"@559226 Hey there! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /LO","[customer] @115888 where the fick is gorgeous??? @118062 ???? || [brand] @559226 Hey there! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /LO",2,True,content_availability
180,586361,@115888 you need to bring back RBD’S albums fr ☹️,,@258466 Hi Krystal. Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it available again soon! /DV,[customer] @115888 you need to bring back RBD’S albums fr ☹️ || [brand] @258466 Hi Krystal. Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it available again soon! /DV,2,True,unmatched
181,2344081,@115888 Why isn't spotify available in my country(Nepal)?Any plans to add it in future?,,@677911 Hey! We're launching in new countries as often as possible. Be sure to add your email at https://t.co/X8DVSX9QgM /CP,[customer] @115888 Why isn't spotify available in my country(Nepal)?Any plans to add it in future? || [brand] @677911 Hey! We're launching in new countries as often as possible. Be sure to add your email at https://t.co/X8DVSX9QgM /CP,2,True,content_availability
182,1688029,@SpotifyCares Hi spotify crashes unexpectly these days and now don't load (no error page only blank page),,"@512578 Hey, help's here! Can you let us know the device, operating system, and Spotify version you're using? We'll see what we can suggest /RS","[customer] @SpotifyCares Hi spotify crashes unexpectly these days and now don't load (no error page only blank page) || [brand] @512578 Hey, help's here! Can you let us know the device, operating system, and Spotify version you're using? We'll see what we can suggest /RS || [customer] @SpotifyCares device: windows 7 pc, spotify web latest version on chrome.. i cant' login with my mail or facebook account.. everytime logout of theaccount || [brand] @512578 Got it. Can you DM us your account's email address? We'll take a look backstage /DV https://t.co/ldFdZRiNAt",4,True,playback_technical_issue
183,2862787,"Hey @115888, I need this job. Can you Make It Happen? https://t.co/pcafEUb17z https://t.co/DUGCvPRfwb",,"@795230 Hey, help's here! We'd suggest reaching out to @7997 for more info. Give us a shout for anything else /JS","[customer] Hey @115888, I need this job. Can you Make It Happen? https://t.co/pcafEUb17z https://t.co/DUGCvPRfwb || [brand] @795230 Hey, help's here! We'd suggest reaching out to @7997 for more info. Give us a shout for anything else /JS || [customer] @SpotifyCares @7997 Amazing, thank you! @7997, here is just a small sampling of what I've done as a producer over the last decade. https://t.co/TG4U77qsOX || [brand] @795230 That's awesome! Just click on the link we sent earlier, and keep your fingers crossed. In the meantime, have a great day /RB",4,True,redirect_other_team
184,2338232,Good job @SpotifyCares only took you an hour longer than your competitor LMAO fucking shitty service lost a subscriber,,"@676228 Hey, sorry you feel that way. No worries, your feedback is noted and passed on to the team. Anything else, let us know /NY","[customer] Good job @SpotifyCares only took you an hour longer than your competitor LMAO fucking shitty service lost a subscriber || [brand] @676228 Hey, sorry you feel that way. No worries, your feedback is noted and passed on to the team. Anything else, let us know /NY || [customer] @SpotifyCares Such a shitty service I will be getting Apple Music soon ✌️ only good thing is free Hulu but fuck that || [brand] @676228 We understand, but if you ever need help, we're here to help. https://t.co/uQiQuWow27 /NY || [customer] @SpotifyCares L",5,False,redirect_other_team
185,1711920,@SpotifyCares i’d appreciate a reply before i demand my money back thanks,@SpotifyCares why did the spotify + hulu charge my credit card 3 charges of $5 instead of one,@518544 Hey! Can you DM us your account's username and email address? We'll take a look backstage /JL https://t.co/ldFdZRiNAt,[customer] @SpotifyCares why did the spotify + hulu charge my credit card 3 charges of $5 instead of one || [customer] @SpotifyCares i’d appreciate a reply before i demand my money back thanks || [brand] @518544 Hey! Can you DM us your account's username and email address? We'll take a look backstage /JL https://t.co/ldFdZRiNAt,3,True,praise_or_gratitude
186,2393596,@SpotifyCares do let me know why can't I download @115888​ in Pakistan on my mobile?,,"@689159 2: in countries around the world, so be sure to add your email at https://t.co/X8DVSX9QgM. Let us know if you have further questions /MA","[customer] @SpotifyCares do let me know why can't I download @115888​ in Pakistan on my mobile? || [brand] @689159 2: in countries around the world, so be sure to add your email at https://t.co/X8DVSX9QgM. Let us know if you have further questions /MA",2,True,feature_request_or_limitation
187,1602225,@SpotifyCares &amp;@115888 why can't I pick the song I want to play I didn't create the playlist so you could choose songs not in the playlist?,,"@491814 Hey Jacob, help's here! Could you send us a DM with your account's email address? We'll take a look backstage /CH https://t.co/ldFdZRiNAt","[customer] @SpotifyCares &amp;@115888 why can't I pick the song I want to play I didn't create the playlist so you could choose songs not in the playlist? || [brand] @491814 Hey Jacob, help's here! Could you send us a DM with your account's email address? We'll take a look backstage /CH https://t.co/ldFdZRiNAt",2,True,feature_request_or_limitation
188,1761835,"@SpotifyCares IK this is about rights and shit. but let's be real, how about you CHECK to see if it is ok in ALL regions, then add it. That sound good?",Why don't fucking Spotify just think logically WHY THE FUCK YOU ADD A SONG IF ALL YOU FUCKING DO IS REMOVE IT?? WTF? EXPLAIN! @SpotifyCares https://t.co/theAlqdTEm,@530158 2: have it available again soon! We have more info here: https://t.co/0i8GpimuDa /JU,"[customer] Why don't fucking Spotify just think logically WHY THE FUCK YOU ADD A SONG IF ALL YOU FUCKING DO IS REMOVE IT?? WTF? EXPLAIN! @SpotifyCares https://t.co/theAlqdTEm || [customer] @SpotifyCares IK this is about rights and shit. but let's be real, how about you CHECK to see if it is ok in ALL regions, then add it. That sound good? || [brand] @530158 2: have it available again soon! We have more info here: https://t.co/0i8GpimuDa /JU || [customer] @SpotifyCares OK so why haven't these appeared then??? These have been like this for months https://t.co/d2bradHedC || [brand] @530158 2: that we'll get them back in our catalog soon. Let us know if you have other questions /JU",5,True,content_availability
189,1698011,@115888 I have premium... how come me and my partner have to listen to the same music when apart??! What's the point of premium??,Premium gives you unlimited skips. Get 3 months now for just €0.99. https://t.co/kI2e5Mk8Tr,@515018 Hey there! Could you send us a DM with your account's email address? We'll take a look backstage /CH https://t.co/ldFdZRiNAt,[customer] Premium gives you unlimited skips. Get 3 months now for just €0.99. https://t.co/kI2e5Mk8Tr || [customer] @115888 I have premium... how come me and my partner have to listen to the same music when apart??! What's the point of premium?? || [brand] @515018 Hey there! Could you send us a DM with your account's email address? We'll take a look backstage /CH https://t.co/ldFdZRiNAt,3,True,account_billing
190,2663449,@115888 help please! My subscription appears to have been cancelled but I can’t see where to check it!! 😱,,"@750577 Hey Laura, help's here! Can you DM us your account's email address? We'll take a look backstage /JN https://t.co/ldFdZRiNAt","[customer] @115888 help please! My subscription appears to have been cancelled but I can’t see where to check it!! 😱 || [brand] @750577 Hey Laura, help's here! Can you DM us your account's email address? We'll take a look backstage /JN https://t.co/ldFdZRiNAt",2,True,account_billing
191,203099,@SpotifyCares please add Nujabes to the library,,"@164061 Hey there, we'd love to have him on Spotify! Hopefully we will in the future. Check this out: https://t.co/MEjmIRL2eB /BX","[customer] @SpotifyCares please add Nujabes to the library || [brand] @164061 Hey there, we'd love to have him on Spotify! Hopefully we will in the future. Check this out: https://t.co/MEjmIRL2eB /BX",2,True,feature_request_or_limitation
192,2064971,"@115888 please add jazz back in the title and get rid of the nonjazz, i'm trying to ace college and i need your playlist https://t.co/Kl75DBDNx0",,"@610656 1: Hi! Our Curation team is independent &amp; uses taste, data, research, and trends to create playlists. Don't worry, we've already...","[customer] @115888 please add jazz back in the title and get rid of the nonjazz, i'm trying to ace college and i need your playlist https://t.co/Kl75DBDNx0 || [brand] @610656 1: Hi! Our Curation team is independent &amp; uses taste, data, research, and trends to create playlists. Don't worry, we've already...",2,True,feature_request_or_limitation
193,534625,"@SpotifyCares Hello there, I'm running Spotify free at the moment. I want to avail your promo $0.99/premium by the time i need to register my account,it always pop up saying enter your valid postal code.could you please help me to fix this issue..thank you",,@243845 Hey! We've just replied to your DM. We'll carry on helping out there /MU,"[customer] @SpotifyCares Hello there, I'm running Spotify free at the moment. I want to avail your promo $0.99/premium by the time i need to register my account,it always pop up saying enter your valid postal code.could you please help me to fix this issue..thank you || [brand] @243845 Hey! We've just replied to your DM. We'll carry on helping out there /MU",2,True,account_billing
194,1692816,@117153 Is your API really slow today? Or have you changed something since Friday? OAuth callbacks are timing out. Trying to debug...,,"@513755 Hey! This sounds like something for @405274. They should be able to help, don't worry 🙂 /L","[customer] @117153 Is your API really slow today? Or have you changed something since Friday? OAuth callbacks are timing out. Trying to debug... || [brand] @513755 Hey! This sounds like something for @405274. They should be able to help, don't worry 🙂 /L || [customer] @SpotifyCares @513755 Hi! There's an ongoing issue at the moment, we'll tweet from this account when it's resolved :)",3,True,redirect_other_team
195,1597451,@SpotifyCares invitation code from drtzvi to __email__ rejected as invalid repeatedly on all devices,,@490719 Alright! We've just replied to your DM. Let's continue chatting there /GT,[customer] @SpotifyCares invitation code from drtzvi to __email__ rejected as invalid repeatedly on all devices || [brand] @490719 Alright! We've just replied to your DM. Let's continue chatting there /GT,2,True,playback_technical_issue
196,2342517,@SpotifyCares hi I have Android 5.1 and the Spotify app don't let me save on my device songs I downloaded on this app,,@156658 2: Could you DM us your account's email address or username? We'll take a look backstage /JE https://t.co/ldFdZRiNAt,[customer] @SpotifyCares hi I have Android 5.1 and the Spotify app don't let me save on my device songs I downloaded on this app || [brand] @156658 2: Could you DM us your account's email address or username? We'll take a look backstage /JE https://t.co/ldFdZRiNAt,2,True,playback_technical_issue
197,2915203,I really wish you could click on record labels in @115888 and see their entire catalog. cc: @SpotifyCares @117168,,@806947 Hey Paul! We can see how that’d be useful! We’d recommend suggesting it in our Community where you can get support from other fans: https://t.co/WgY7GXqvUF /AR,[customer] I really wish you could click on record labels in @115888 and see their entire catalog. cc: @SpotifyCares @117168 || [brand] @806947 Hey Paul! We can see how that’d be useful! We’d recommend suggesting it in our Community where you can get support from other fans: https://t.co/WgY7GXqvUF /AR || [customer] @SpotifyCares thanks! looks like someone already posted a similar idea to the community forum. Hopefully you implement it soon! :) https://t.co/qnCP1mKA4U,3,True,redirect_other_team
198,2734652,"@SpotifyCares The PS4 app needs a screensaver and a fix for going back a page in history so it saves, and goes to, your previous location correctly, instead of back to the beginning of the list. Add to playlist would be nice too. Please bring these features!",,@766436 Hi Vince! Thanks for the feedback. We'll make sure to pass it onto our devs. Give us a shout if there's anything else we can do to help /DV,"[customer] @SpotifyCares The PS4 app needs a screensaver and a fix for going back a page in history so it saves, and goes to, your previous location correctly, instead of back to the beginning of the list. Add to playlist would be nice too. Please bring these features! || [brand] @766436 Hi Vince! Thanks for the feedback. We'll make sure to pass it onto our devs. Give us a shout if there's anything else we can do to help /DV",2,True,feature_request_or_limitation
199,1233745,"@SpotifyCares Hi spotify! Where can I find an email address to contact someone about jobs, please?",,"@409366 Hey Helen, help's here! You can find info about open positions and apply here: https://t.co/L0SdXJ7Bk4. Stay awesome 😁 /MQ","[customer] @SpotifyCares Hi spotify! Where can I find an email address to contact someone about jobs, please? || [brand] @409366 Hey Helen, help's here! You can find info about open positions and apply here: https://t.co/L0SdXJ7Bk4. Stay awesome 😁 /MQ || [customer] @SpotifyCares Thanks MQ! 😊 I've checked out the website already but have a specific question, is there an email? || [brand] @409366 2: we'd recommend keeping an eye on your email inbox as well as your spam/trash folder for any updates on your application status /MQ",4,True,redirect_other_team
200,1201572,@SpotifyCares &amp; this happens. it just gets stuck there &amp; it won't play my music. happens with every one of my playlists @SpotifyCares https://t.co/8OjJVqMLYF,@SpotifyCares after about 3 songs my playlist just stops. it won't let me shuffle again &amp; no music plays at all. is this a bug?,@402320 Hey there! The cavalry's here. Could you confirm the iOS and Spotify version you're using? We'll see what we can suggest /KB,[customer] @SpotifyCares after about 3 songs my playlist just stops. it won't let me shuffle again &amp; no music plays at all. is this a bug? || [customer] @SpotifyCares &amp; this happens. it just gets stuck there &amp; it won't play my music. happens with every one of my playlists @SpotifyCares https://t.co/8OjJVqMLYF || [brand] @402320 Hey there! The cavalry's here. Could you confirm the iOS and Spotify version you're using? We'll see what we can suggest /KB,3,True,playback_technical_issue
201,2404045,@SpotifyCares uh hello https://t.co/r3epeGeOnx,,@691527 Hi there! Can you let us knot the iOS and Spotify version you're using? We'll see what we can suggest /NY,[customer] @SpotifyCares uh hello https://t.co/r3epeGeOnx || [brand] @691527 Hi there! Can you let us knot the iOS and Spotify version you're using? We'll see what we can suggest /NY || [customer] @SpotifyCares im using iOS 11 and im using the 8.4 version of spotify || [brand] @691527 Thanks. Can you DM us your account's email address? We'll take a look backstage /NY https://t.co/ldFdZRiNAt,4,True,content_availability
202,2667494,Oh my God @118117 why is the app so glitchy?! Why is it suddenly so hard to play songs from Spotify?! Ugh!,,"@751449 Hey Beth! Can you give us a little more info on what issue you're having? Also, what device and Spotify version are you using? We'll see what we can suggest /K","[customer] Oh my God @118117 why is the app so glitchy?! Why is it suddenly so hard to play songs from Spotify?! Ugh! || [brand] @751449 Hey Beth! Can you give us a little more info on what issue you're having? Also, what device and Spotify version are you using? We'll see what we can suggest /K || [customer] @SpotifyCares I have an iPhone 7s and have updated my Spotify. Also my Sonos. Am using Spotify via Sonos. || [brand] @751449 Thanks. Can you let us know what's happening on the Spotify app or your Sonos speaker when you're trying to listen to music? We'll take a closer look /K || [customer] @SpotifyCares I get an error that says Spotify tracks are unable to play. It tries to skip to next track. Same thing. || [brand] @751449 Thanks. Can you DM us a screenshot of this error message? Also, can you DM us your account's email address? We'll check this out backstage /K https://t.co/ldFdZRiNAt",6,True,playback_technical_issue
203,38328,@SpotifyCares I cant sign in im new to your app and I have tried all my emails and it always says:An unknown error occurred try again later.,,@124336 Hey Kosta! That doesn't sound good. Could you DM us your account's email address? We'll take a look backstage /AU,[customer] @SpotifyCares I cant sign in im new to your app and I have tried all my emails and it always says:An unknown error occurred try again later. || [brand] @124336 Hey Kosta! That doesn't sound good. Could you DM us your account's email address? We'll take a look backstage /AU,2,True,login_account_access
